name_des_begunstigten,bezeichnung_des_vorhabens,jahr_bewilligung,gewahrte_betrage,fund_type,currency,uri
COMPLEX-Lady Sports Club,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.400,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
COMPLEX-Lady Sports Club,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.682,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
compuart.com,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.000,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Constantin Hang GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.660,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Convest Anlageber.- und Vermittlungsges. mbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.102,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Coolman e.K.,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.760,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Copy World GmbH Gerhard Weiss,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.000,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Copy World GmbH Gerhard Weiss,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.000,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Cornelia Reichel,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.235,60",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Cramer Immobilienmanagement,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.840,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
creativespot GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.480,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
CS Clean-Shop GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.052,80",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
CTP Studio Korb GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"4.626,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Culinaria Piccolo-Rossini,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.066,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
CustomCash AG,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.300,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
CustomCash AG,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.900,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dachdecker-Einkauf Süd eG,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.888,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dachdeckermeister Lenz GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.234,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Damen u. Herren Friseur Ferro,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.610,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Daniel Kuntze,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"1.830,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dannhäuser GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.702,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DanTel GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.880,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DDW Peter Roschke,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"4.314,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DEBEOS GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"4.407,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Decoma (Germany) GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"4.584,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DeGro Werbetechnik,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.450,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Degusto Feinkost GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.516,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Deko-Light Elektronik-Vertriebs GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.900,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DEKRA Qualification GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.390,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
dekultiv Carsten und Wabnik GbR,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.868,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DEL Eilboten GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.360,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Delta-med International GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.540,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dennis Sailer,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.610,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Depta und Kühlmeyer GdbR,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.828,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Der Rollladen,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.190,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Der-Drucker. Shop Frank Ester,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.300,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Deset GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.600,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Deutsche Angestellten-Akademie e.V.,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DEXPO Gebäudereinigung GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"4.242,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DHV E-NET GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.300,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
dialog-plus GmbH & Co. KG,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.840,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
didaktech e.K.,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.720,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Die Haarmacher Inh. Claudia Schwab,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.610,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DIE KAVALLERIE GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.300,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Die Tankstelle Dobler GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.862,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Die Tankstelle Dobler GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.862,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dieter Ockert,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.310,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dietmar Maier,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.964,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dietrich Roth Tief- und Straßenbau,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.324,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dietrich Roth Tief- und Straßenbau,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.426,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dilan Tas,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.000,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dipl. Ing. Frank,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.580,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dipl.-Ing. W. Krieger GmbH & Co. KG,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.072,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Direktion für Deutsche Vermögensberatung,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.980,80",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DKF Detektei und Sicherheitsdienst,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.700,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DKF Detektei und Sicherheitsdienst,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.700,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DMS GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.390,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler & Partner GmbH Steuerberatungsgesellschaft,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.840,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Gastronomie GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.702,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Gastronomie GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.702,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Gastronomie GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.702,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Gastronomie GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.702,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Tankstellen GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.862,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Tankstellen GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.862,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Tankstellen GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.862,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dobler Tankstellen GmbH,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.862,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Doc. A Sports Inh. Aziz Hamiko,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.180,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DocCheck Medizinbedarf und,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.180,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
DocCheck Medizinbedarf und,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.180,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Domenico Schena,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.790,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Doris Junginger Hotel Restaurant Höhenblick,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.066,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Amir Rouhani Torbati,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Anneliese Weinert-Grodd,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Birgit Wegner,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Christian Daxer,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.881,56",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Christine Wüstenberg,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.881,56",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Claudia Kampp-Böhme,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Claus Schaber,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Dieter Nolinski,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.886,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Dr. Andreas Dorow,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.300,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Gabriele Lenhardt,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Gerd Mill,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.300,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Gerd Vatter,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"2.881,56",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Gerd Weiler,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Götz Killgus,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
Dr. Günter Rose,Förderprogramm für zusätzliche Ausbildungsplätze,2007,"3.060,00",ESF,EUR,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf
