lfd_nr,forderaktivitat,name_des_begunstigten,name_des_projekts,bewilligungs_jahr,bewilligter_betrag_in_euro,ausbezahlter_betrag_zum_projektende,fund_type,currency,uri
281,6,Dr. med. Claus Possberg und Dr. med. Christoph Kandziora - Gemeinschaftspraxis,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
282,6,Dreßler Sanitär GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
283,6,DTN Diesel Technologie Nürnberg AGUICU,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
284,6,"Duo-Syle, Necla Avutan",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
285,6,E. Katzmann Malergeschäft GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
286,6,E. Katzmann Malergeschäft GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
287,6,"Echtholzdesign, Klaus Bartels",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
288,6,"Echtholzdesign, Klaus Bartels",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
289,6,"Edeka aktiv Markt, Bernhard Pöschl",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
290,6,"EDEKA aktiv Markt, Manfred Grubmüller",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
291,6,"Edeka, Andreas Christian Braun",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
292,6,"Edeka, Ralf Knappert",Förd. Zus. Betriebl. Ausbildungsstellen,2007,1000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
293,6,"Edeka-Markt, Christof Ogris",Förd. Zus. Betriebl. Ausbildungsstellen,2007,1000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
294,6,Eduard Deml GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
295,6,"EDV Beratung, Armin Wunder",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
296,6,"Einkehr zur Kleblmühle, Josef Scheichenzuber",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
297,6,Eisen Bayreuther GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
298,6,"Elektro Achental, Thomas Sachenbacher",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
299,6,Elektro Brehm GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
300,6,Elektro Holl GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
301,6,elektro ilpo e. K.,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
302,6,Elektro Nußhart GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
303,6,"Elektro, Martin Bauer",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
304,6,Elektro-Albrecht GmbH & Co. KG,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
305,6,"Elektrotechnik, Christian Treumer",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
306,6,"Elisabteh Kreis, Generalagentur",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
307,6,"Elke Mühlbauer, Pension",Förd. Zus. Betriebl. Ausbildungsstellen,2007,1000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
308,6,"ELPA Elektrotechnik, Adolf Plewka",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
309,6,ems elektro-maschinenbau GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
310,6,Engpass Marketing & Services GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
311,6,Engpass Marketing & Services GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
312,6,Epple GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
313,6,eraslan Transporte e. K.,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
314,6,eraslan Transporte e. K.,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
315,6,Ernst Kern GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
316,6,Ernst und Christian Lanbacher oHG,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
317,6,"Erste Bayreuther Porzellanfabrik ""Walküre"" Siegmund Paul Meyer GmbH",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
318,6,"Erwin Irber, Schuhhaus",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
319,6,Escap Clothing GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
320,6,ESD Verwaltungs- und Beteiligungs GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
321,6,"Eugen Schweitzer, Mess- und Regeltechnik",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
322,6,"Eugen Schweitzer, Mess- und Regeltechnik",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
323,6,Euromed GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
324,6,Euromed GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
325,6,"Eurosport, Walter Zitlsperger",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
326,6,Eurothek GmbH & Co. KG,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
327,6,"Eva Breuning, Transporte",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
328,6,Ewald Appel GbR,Förd. Zus. Betriebl. Ausbildungsstellen,2007,1000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
329,6,expert Leigeb e. K.,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
330,6,"Fa. Hans Kolb, Joachim Simon",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
331,6,"Face + Body Day SPA, Angelika Baur-Schermbach",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
332,6,"Fachpraxis für Podologie und Kosmetik, Barbara Endres",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
333,6,Fahrradwelt - Nähmaschinen Hausmann GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
334,6,Fahrradwelt - Nähmaschinen Hausmann GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
335,6,Fairvalley Reitsport XXL,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
336,6,"Family Hair, Geliz Koudouz-Sali",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
337,6,Feierabend GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
338,6,"Ferien- und Wellnesshotel Waldeck, Carmen Geiger-Brückl",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
339,6,Feuchtmann GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
340,6,FGH Landschaftsbau GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
341,6,"Finanzbuchhaltung, Ahmet Kutlu",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
342,6,"FinDiMa Finanzcoaching, Karola Arnold",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
343,6,Fischer & Thusbass GdbR,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
344,6,Fischer Malereibetrieb GmbH & Co. KG,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
345,6,Fischer Malereibetrieb GmbH & Co. KG,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
346,6,Fischer Wolfgang Versicherungsmakler GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
347,6,Fischer`s Reiseservice GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
348,6,Fischer-Karl-Strampp GbR,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
349,6,Fixpunkt GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
350,6,Fleischerei Streng GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
351,6,Fleischerei Streng GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
352,6,"Fliesenfachbetrieb, Udo Lippert",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
353,6,"Fliesenlegermeister, Andreas Petr",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
354,6,"Fliesenwelt Keller, Leo Keller",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
355,6,Flyerpoint - Hobner + Herdl GdbR,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
356,6,"Foto Express Studio, Claudia Ratzka",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
357,6,"Foto Zolleis, Christian Ziegler",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
358,6,"Foto-Express, Marijana Dollack",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
359,6,"Fotografie, Marc Gilsdorf",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
360,6,Francesco Malaspina e. K. Cesco`s Bar,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
361,6,Francesco Malaspina e. K. Cesco`s Bar,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
362,6,Fränky-Getränke Roth & Canseven GbR,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
363,6,Fränky-Getränke Roth & Canseven GbR,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
364,6,"Frauenarztpraxis, Jürgen Peters",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
365,6,Frauendienst & Reiter GbR Restaurant Alzkahn,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
366,6,Friede Stefan,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
367,6,Friedl Johann,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
368,6,"Friseur & mehr ""by Giorgio"", Aliev Jaschar",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
369,6,"Friseur & mehr ""by Giorgio"", Aliev Jaschar",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
370,6,"Friseur am Rathaus, Andrea Ensinger",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
371,6,"Friseur am Ried, Andrea Renz",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
372,6,"Friseur Ring, Sonja Prasch",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
373,6,"Friseur Struwelpeter, Irene Amon",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
374,6,"Friseur Team Krüger/Lalomia, Astrid Lalomia",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
375,6,"Friseur, Hilmar Singer",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
376,6,"Friseur, Margit Zauner",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
377,6,"Friseur, Roman Kill",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
378,6,"Friseurpavillon, Angelika Popp",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
379,6,"Friseursalon, Alois Breu",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
380,6,"Friseursalon, Ines Klausnitzer",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
381,6,"Friseursalon, Ralf Lindwurm",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
382,6,"Friseusalon, Sonja Rieke",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
383,6,"Frisör InStyle, Ramona Lukas",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
384,6,"Frisör Lädle, Andrea Miller",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
385,6,Fuchs Johann,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
386,6,Füchsle Erwin,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
387,6,G + W Gehringer + Weisang GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
388,6,Galileo-ip Ingenieure GmbH,Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
389,6,Gallrapp Ingrid und Georg Landwirtschaftlicher Betrieb,Förd. Zus. Betriebl. Ausbildungsstellen,2007,1000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
390,6,Gar Georg,Förd. Zus. Betriebl. Ausbildungsstellen,2007,1000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
391,6,"Gartengestaltung, Florian Winter",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
392,6,"Gartengestaltung-Floristik, Willi Anetzberger",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
393,6,"Gärtnerei, Bartolomäus Jägel",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
394,6,"Gärtnerei, Rainer Bisle",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
395,6,"Gasthaus ""Krone"", Frank Übelhör",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
396,6,"Gasthaus ""Lüftenwirt"", Antonio Costa",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
397,6,"Gasthaus ""Natzer"", Richard Euskirchen",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
398,6,"Gasthaus ""Zum Dorfwirt"", Andrea Zeis",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
399,6,"Gasthaus Sailerbräu, Peter Schindele",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
400,6,"Gasthaus und Pension, Raimund Pflamminger",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
401,6,"Gasthaus-Bärenburg, Rainer Virnekäs",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
402,6,"Gasthaus-Bräuhaus-Metzgerei, Anron Weithmann",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
403,6,"Gasthof ""Goldener Engel"", Johann Schrembs",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
404,6,"Gasthof Baumgartner, Ernst Petraschka",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
405,6,"Gasthof Bergwirt, Judith Toscani",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
406,6,"Gasthof Bergwirt, Judith Toscani",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
407,6,"Gasthof Parzefall, Michael Bartz",Förd. Zus. Betriebl. Ausbildungsstellen,2007,2000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
408,6,"Gasthof Schmid, Andreas Baier",Förd. Zus. Betriebl. Ausbildungsstellen,2007,1000,0,ESF,EUR,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
