ID,name_des_begunstigten,bezeichnung_des_vorhabens,jahr_der_bewilligung, gewahrte_betrage ,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage
97,"AWZ - Bildungs- und
Betreuungsservice gGmbH","Aufbau von thematischen Arbeitsgemeinschaften für eine
sinnvolle Freizeitgestaltung von Kindern und Jugendlichen im
JFZZ ""Rolle""/FP-LOK/
Halberstadt, Kurze Straße 7, 38820 Halberstadt",2008," 10,000.00 "
152,Biworegio e. V.,"Zivil-Stärkung des bürgerlichen Engagements von
MigrantInnen/ FP-LOK/ Bitterfeld-Wolfen, Ernst-Toller-Straße
19-21, 06766 Bitterfeld-Wolfen",2008," 10,000.00 "
216,"Deutscher Paritätischer
Wohlfahrtsverband LV S-A e. V.","Café-Treff - Kontakt-  und Informationscafé für psychisch
Kranke und gesunde Menschen/ FP-LOK/ Leuna,
Sattlerstraße 62, 06237 Leuna",2008," 10,000.00 "
287,Fischerhof am Kernersee,"Wiedereingliederung eines 56 jährigen Arbeitslosen in ein
sozialversicherungspflichtiges Arbeitsverhältnis/RL-
LOK/Seeburg, Am Kernersee 3, 06317 Seeburg",2008," 10,000.00 "
295,"Förder- u. Landschaftspflegeverein
Biosphärenreservat - Mittlere Elbe -
e.V.","Arten-u.Biotopschutz durch Einbeziehung freiwilliger Helfer;
RL Lokales Kapital, Johannisstraße 18, 06844 Dessau-
Roßlau und Dessau-Mildensee",2008," 10,000.00 "
303,"Förderverein Agenda 21 Merseburg-
Querfurt e. V.","Vorbereitung und Aufbau einer Anlaufstelle für
bürgerschaftliches Engagement/FP-LOK/Merseburg,
Burgstraße 5, 06217 Merseburg",2008," 10,000.00 "
309,GartenKunstSchule Fienstedt e. V.,"Aufbau der GartenKunstSchule Fienstedt als
Kommunikations- und Lernort/ FP-LOK/ Fienstedt, Dorfstraße
46, 06198 Fienstedt",2008," 10,000.00 "
312,Gemeinde Altmersleben,"Eararbeitung eines Langzeitprojektes - Familienfreundliche
Kommune/RL-LOK/Atmersleben, Vietzener Straße 69, 39624
Atmersleben",2008," 10,000.00 "
437,"Internationaler Sozial-, Kultur- und
Sportverein e. V. IKuS","Multikulturelles Zentrum ""Toleranz, Respekt, Vielfalt""/FP-
LOK/Merseburg, Oberaltenburg 2, 06217 Merseburg",2008," 10,000.00 "
458,Jugendseeheim Deetz e.V.,"Alt und Jung unter einem Dach/ FP-LOK/ Deetz, Am Deetzer
Teich, 39264 Deetz",2008," 10,000.00 "
464,"Kinderfreizeitturnen - Springmaus e.
V.",Fit durch Schule,2008," 10,000.00 "
465,"Kinderfreizeitturnen - Springmaus e.
V.",Kita macht Schule,2008," 10,000.00 "
487,Koslowski,"Durchführung von Rückführungen und Sterbebegleitungen/
FP-LOK/ Quedlinburg, Amelungpark 2, 06484 Quedlinburg",2008," 10,000.00 "
496,Kreissportbund Börde e. V.,"Projektkoordinator ""Integration durch Sport""",2008," 10,000.00 "
497,Kreissportbund Börde e. V.,Projektkoordinator Trendsport/Erlebnispädagogik,2008," 10,000.00 "
559,"Landschaftspflegeverband ""Östliches
Harzvorland"" e.V.","Erhalt regionaltypischer und landschaftlicher Schönheiten im
Mansfelder Land zur Verbesserung der Lebensqualität /RL-
LOK/ Friedeburgerhütte, Hauptstraße 5, 06347
Friedeburgerhütte",2008," 10,000.00 "
848,mbH des Landkreises Wittenberg,"Landkreis Wittenberg""/FP LOK/ Lutherstadt Wittenberg, Am
Alten Bahnhof 3, 06886 Lutherstadt Wittenberg",2008," 10,000.00 "
575,Meike Ehrwerth,"Cafe am Markt ""Luthers süßes Lädchen""/FP-
LOK/Eisleben,Markt 52; 06295 Lutherstadt Eisleben",2008," 10,000.00 "
588,Model- &#38; Artisttime,"Modelausbildung/ Halle, Hansering 4, 06108 Halle",2008," 10,000.00 "
591,"Museum für Naturkunde und
Vorgeschichte Dessau","Zeichnerin für archäologische Funde/ FP-LOK/Dessau,
Törtener Straße 4, 06842 Dessau-Roßlau",2008," 10,000.00 "
606,philoSOPHIA e. V.,"Regionale Bildung und Tourismus/FP-LOK/ Rotta,
Heidestraße 29, 06773 Rotta OT Gniest",2008," 10,000.00 "
618,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Erfassung aller touristisch bedeutenden Objekte im Landkreis
Jerichower Land/ FP-LOK/Genthin, Bahnhofstraße 8, 39307
Genthin",2008," 10,000.00 "
654,RESO-WITT e.V. Wittenberg,"""Tür-Öffner"" über Familienzentrum Reso-Witt e. V. werden
zugeschlagene Türen zum Einstieg in das Arbeitsleben
wieder geöffnet / FP-LOK/ Wittenberg, Große Bruchstraße
17, 06886 Lutherstadt Wittenberg",2008," 10,000.00 "
676,SETA GmbH,"Bienenlehrpfad / FP-LOK/ Blankenburg, Schlossberg 2,
38889 Blankenburg",2008," 10,000.00 "
677,SETA GmbH,"Kultur - Natur und Kulinaria/ FP-LOK/ Blankenburg,
Schlossberg 2, 38889 Blankenburg",2008," 10,000.00 "
756,"Technologie- und Gründerzentrum
Jerichower Land GmbH","Sensibilisierung von Migranten und Aussiedlern zum
eigenverantwortlichen/selbstständigen Handeln durch
Gründung und Führung einer Firma/ FP-LOK/ Genthin,
Berliner Chaussee / GG an der B1, 39307 Genthin",2008," 10,000.00 "
757,"Technologie- und Gründerzentrum
Jerichower Land GmbH","Unterstützung arbeitsloser Frauen beim
Bewerbungsverfahren zur Sicherung des Fachkräftebedarfs
im Jerichower Land/ FP-LOK/Genthin, Berliner Chaussee/GG
an der B1, 39307 Genthin",2008," 10,000.00 "
763,"Tobias Dübler - Holz Hand Werk
Kunst","Aufbau eines kleinen Familienunternehmens durch Schaffung
eines ersten Beschäftigungsverhältnisses/FP-LOK/Liesten,
Depekolk 6,29416 Liesten OT Depekolk",2008," 10,000.00 "
766,TUZ - Tradition und Zukunft e. V.,"Berufsfrihorientierung für Jungs - jub/FP LOK/Dessau-
Roßlau, Schlossplatz 4-5, 06844 Dessau-Roßlau",2008," 10,000.00 "
788,"Verein der Freunde und Förderer des
Museums Synagoge Gröbzig e. V.","Generationen im Museum Synagoge Gröbzig/ FP-LOK/
Gröbzig, Lange Straße 8/10, 06388 Gröbzig",2008," 10,000.00 "
789,Verein Dübener Heide e. V.,"Lernort - Natur, Gestaltung v. spirituellen Rast- und
Ruheorten am Lutherweg/FP LOK/ Schwemsal, Dübener
Heide/Am Lutherweg, 06774 Schwemsal",2008," 10,000.00 "
806,Verein packsan e. V.,"Schaffung einer Koordinierungsstelle für wellcome .../FP
LOK/ Bitterfeld-Wolfen/OT Wolfen,Ernst-Toller-Str. 9a, 06766
Bitterfeld-Wolfen",2008," 10,000.00 "
811,"Verein zur Förderung des Künstler-
u.Stipendiatenhauses Salzwedel e. V.","Kreativ am Grünen Band/FP-LOK/Salzwedel, Karl-Marx-
Straße 32, 29410 Salzwedel",2008," 10,000.00 "
845,Wirtschaftsförderungsgesellschaft,"""Durchführung einer Befragung zur Arbeitsplatzsituation im",2008," 10,000.00 "
855,Wolf,"Schönes Grün mit wenigen Mitteln - Paten für Grünflächen/
FP-LOK/ Dessau-Süd, Tempelhofer Straße 22, 06849
Dessau-Roßlau",2008," 10,000.00 "
862,Zeit-Geschichte(n) e. V.,"Das NS-Lagersystem auf dem Territorium der Stadt Halle - eine Dokumentation/ FP-LOK/ Halle, Große Ulrichstraße 51,
06108 Halle",2008," 10,000.00 "
172,bti - beratungs- und trainingsinstitut,"Pool Position / Magdeburg, Klewitzstraße 11, 39112
Magdeburg",2008," 9,998.00 "
815,"des Schwimmbades
Dobberkau/Möllenbeck e. V.","Möllenbeck, Dorfstraße4, 39606 Möllenbeck",2008," 9,997.00 "
812,Verein zur Förderung und Erhaltung,Fit undgesund mit dem Naturelement Wasser/ FP-LOK/,2008," 9,997.00 "
877,Zukunft für den Halken e. V.,"Erforschung und Präsentation der Sozialgeschichte des
historischen Areals ""Halken"" in Aschersleben/ Aschersleben,
Großer Halken 7, 06449 Aschersleben",2008," 9,996.40 "
608,profirm Verwaltung &#38; Consulting,"Errichtung eines Sekretariates und Besprechungsraumes zur
gemeinschaftlichen Nutzung durch mehrere kleine
Unternehmen/ FP-LOK/ Winterfeld, Dorfstraße 23, 29416
Winterfeld",2008," 9,994.00 "
305,Förderverein Eike von Repgow e.V.,"Tourismusmanager im Kunstprojekt Sachsenspiegel in
Reppichau, RL Lokales Kapital, Akener Straße 3a, 06386
Reppichau",2008," 9,992.00 "
317,Gemeinde Zappendorf,"Heimat- und Naturerlebnispfad/ RL-LOK/ Zappendorf, Am
Steinbruch 1, 06179 Zappendorf",2008," 9,991.00 "
459,Jugendwerk Rolandmühle gGmbH,"Soziale Wohnumfeldbetreuung ""TuHus""/ Burg, August-Bebel-
Straße 30, 39288 Burg",2008," 9,990.00 "
627,Qualifizierungs- und,Runder Tisch für Tourismusförderung im Jerichower Land/,2008," 9,986.00 "
630,Strukturförderungsgesellschaft mbH,"FP-LOK/ Genthin, Ziegeleistraße 56, 39307 Genthin",2008," 9,986.00 "
560,Lebenshilfe für Behinderte e.V.,"Aufbau eines Behindertenchores und Gartenprojekt /RL-LOK/
Sangerhausen, Darrweg 1 a, 06526 Sangerhausen",2008," 9,984.00 "
663,Schloss Coswig (Anhalt) e.V.,"Schauwerkstatt im Simonettihaus Coswig (Anhalt)/ FP-LOK/
Coswig, Zerbster Straße 40, 06869 Coswig (Anhalt)",2008," 9,982.00 "
615,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Aufbau eines Wohngebietstreffs in Genthin-Uhlandviertel für
Neubürger, Migrantan und Alt-Genthiner/ FP-LOK/ Genthin,
Einsteinstraße 16, 39307 Genthin",2008," 9,959.00 "
447,Jeetze-Landschaftssanierung GmbH,"Elfen- und Blumenfeen im Märchenpark Salzwedel/ FP-LOK/
Salzwedel, Braunschweiger Straße/An der Warthe3, 29410
Salzwedel",2008," 9,958.00 "
189,"Caritasverband für das Bistum
Magdeburg e.V.",Funktionsmodell Gierseilfähre,2008," 9,941.00 "
199,"Christliches Jugenddorfwerk
Deutschlands e.V.","Beschäftigungsmaßnahme zur Unterstützung der musealen
und kulturellen Tätigkeiten am Sonnenobservatorium Goseck
und im zugehörigen Info-Point als Bestandteil der
Himmelswege in Sachsen-Anhalt",2008," 9,936.00 "
620,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Erschließung regionaler Radwander- und Wanderwege/ FP-
LOK/Genthin, Ziegeleistraße 56, 39307 Genthin",2008," 9,874.00 "
898,"Öko-Tour Sanierungsgesellschaft
mbH","Unterstützung der Arbeiten zur weiteren Ausgestaltung des
Breitensports in den Kommunen und Vereinen der VWG ""Tor
zur Dübener Heide"" und Kemberg",2008," 9,842.31 "
841,"Wirtschafts- und Sprachenschule
R.Welling Magdeburg GmbH","Qualifizierung zur Seniorenbetreuung/Sozialpflege/ FP-LOK/
Burg, Brüderstraße 35, 39288 Burg",2008," 9,837.00 "
330,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH","Gestaltungsarbeiten im Stadtpark Tangerhütte im Rahmen
der bundesweiten Initiative Gartenträume",2008," 9,835.25 "
884,"Öko-Tour Sanierungsgesellschaft
mbH","Förderung des Breitensports im Marinesportclub Wittenberg
e.V. und im Sportverein Graf Zeppelin Abtsdorf e.V.",2008," 9,833.13 "
890,"Öko-Tour Sanierungsgesellschaft
mbH","Sicherung und Entwicklung des Bestandes besonders
geschützter Tierarten",2008," 9,811.13 "
900,"Öko-Tour Sanierungsgesellschaft
mbH","Unterstützung und Erweiterung der Arbeit des Frauentreffs in
Gräfenhainichen",2008," 9,811.13 "
886,"Öko-Tour Sanierungsgesellschaft
mbH","Maßnahme zur Aufarbeitung und nachhaltigen Sicherung des
kulturellen Erbes in der Region Jessen",2008," 9,791.06 "
69,"Arbeitsförderungs- und
Qualifizierungsgesellschaft
Halberstadt mbH","Gedenkstätte Langenstein - Hilfe bei der Gestaltung der
Außenanlage und Besucherbetreuung",2008," 9,759.23 "
84,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Zusätzliche Unterstützung bei der Aufarbeitung und
nachhaltigen Sicherung des kulturellen Erbes im Domstiftsarchiv sowie der Domstiftsbibliothek Merseburg",2008," 9,744.80 "
870,"Zeitzer innovative
Arbeitsfördergesellschaft mbH","Unterstützung und Schaffung von zusätzlichen Angeboten im
Mehrgenerationenhaus Zeitz",2008," 9,720.00 "
291,Franziska Billhardt,"Schaffung eines Arbeitsplatzes durch die Errichtung eines
Reiterhofes in Dittichenrode/ FP-LOK/Roßla OT
Dittichenrode, Dorfstraße 34a, 06536 Roßla",2008," 9,610.00 "
445,Jeetze-Landschaftssanierung GmbH,Arbeiten im Freilichtmuseum Diesdorf,2008," 9,600.00 "
623,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Museumsführer des Jerichower Landes/ FP-LOK/ Genthin,
Mützelstraße 22, 39307 Genthin",2008," 9,586.00 "
650,Reitstall Gründler,"""Reit- und Therapiezentrum"" / FP LOK/ Vatterode, Am Teich
1, 06343 Vatterode",2008," 9,557.00 "
641,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Weiterbildung von Nebenbeschäftigten in der
Tourismuswirtschaft des Jerichower Landes/ FP-
LOK/Genthin, Ziegeleistraße 56, 39307 Genthin",2008," 9,522.00 "
514,KöSa GmbH Weißenfels,"Unterstützung der Brandschutzerziehung und -aufklärung an
den Kinder- und Schuleinrichtungen des Burgenlandkreises,
Region Weißenfels",2008," 9,359.80 "
658,Rößler GmbH,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 9,320.00 "
67,"Arbeits- und
Sozialförderungsgesellschaft Dessau
e.V.",Hilfskräfte im Jugendbereich,2008," 9,288.00 "
296,"Förder- u. Landschaftspflegeverein
Biosphärenreservat - Mittlere Elbe -
e.V.","Öffentlichkeits- und Bildungsarbeit für Kinder und
Jugendliche im Biosphärenreservat Mittelelbe",2008," 9,280.00 "
866,"Zeitzer innovative
Arbeitsfördergesellschaft mbH","ALSO - Alternatives freizeitpädagogisches Antigewalt
Sofortprogramm - Mithilfe und Unterstützung bei der
Organisation, Durchführung und Weiterentwicklung von
zusätzlichen ""Fun- und Freizeitangeboten""",2008," 9,121.00 "
637,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Unterstützung von Tourismus- und Kulturprojekten der Stadt
Jerichow",2008," 9,105.15 "
728,"Strukturförderungsgesellschaft
Wittenberg mbH",Naturpark Fläming e.V.  - Unterstützung der Vereinsarbeit,2008," 9,000.32 "
304,"Förderverein Biesebad Osterburg e.
V.","""Erhaltung des Badebetriebes im Biesebad Osterburg""/FP
LOK/Osterburg, Nordpromenade 1, 39606 Osterburg",2008," 9,000.00 "
601,Nordharzer Elektrotechnik GmbH,Fremdausbildung zur Schaffung eines Ausbildunsplatzes,2008," 9,000.00 "
667,Schülerhife Bismark-Osterburg,"Beratung, Hilfe und Unterstützung für sozial benachteiligte
und andere Familien mit Kindern im schulpflichtigen Alter/FP-
LOK/ Bismark,
Karl-Marx-Straße 4, 39629 Bismark",2008," 9,000.00 "
857,"WORKS gemeinnütziges
Bildungswerk GmbH","""Unterstützung im sozialen Dienstleistungszentrum""",2008," 9,000.00 "
719,"Strukturförderungsgesellschaft
Wittenberg mbH","Entwicklung des Tourismus durch die Präsentation des
mittelalterlichen Lebens in der Lutherstadt Wittenberg",2008," 8,928.77 "
732,"Strukturförderungsgesellschaft
Wittenberg mbH",Tierschutz für Igel und Katzen in der Stadt Wittenberg,2008," 8,784.77 "
489,Kreato - Fertigungstechnik GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 8,750.00 "
724,"Strukturförderungsgesellschaft
Wittenberg mbH",Fläming-Flandern e.V. - Förderung des Tourismus,2008," 8,712.77 "
1," Christliches Jugenddorfwerk
Deutschlands e.V.","""Tafelküche"" - Angebot einer warmen vollwertigen Mahlzeit
an Hilfebedürftige",2008," 8,640.00 "
8," Christliches Jugenddorfwerk
Deutschlands e.V.","Möbel,- Haushalt- und Elektrogerätebörse",2008," 8,640.00 "
25,"ABS ""Drömling"" GmbH","Das Rolandnetzwerk - Sicherung des kulturellen Erbes mit
überregionaler Bedeutung",2008," 8,640.00 "
34,"ABS ""Drömling"" GmbH","Unterstützung des Breitensports in den Sportvereinen
Oebisfelde",2008," 8,640.00 "
510,KöSa GmbH Weißenfels,"Unterstützende Tätigkeiten bei der Durchführung touristischer
Serviceleistungen in den Tourismusinformationen des
Fremdenverkehrsvereines Weißenfels",2008," 8,640.00 "
773,"Umwelt- und Landschaftssanierung
Altmark GmbH",Kultur und Tourismus Osterburg,2008," 8,640.00 "
77,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Unterstützung bei der Unterbreitung zusätzlicher
museumspädagogischer Angebote mit überregionaler
Bedeutung im ""Burgmuseum"" Querfurt",2008," 8,549.02 "
292,"Frau Schulz, Frau Völz gGmbH ""Auf
dem Bauernhof""","Beschäftigung einer Migrantin in der Kindertagesstätte auf
dem Bauernhof/ FP-LOK/ Bindfelde, Dorfstraße 37, 39590
Bindefelde",2008," 8,500.00 "
718,"Strukturförderungsgesellschaft
Wittenberg mbH",Bürgerschaftsengagement für eine soziale Stadt Wittenberg,2008," 8,496.34 "
816,"Verkehrsverein ""Berwitzsee und
Heide"" e.V.","Zusätzliche Hilfestellungen bei der Schaffung und inhaltlichen
Ausgestaltung des Bildungs- und Bewegungszentrums
Waldhaus am Bergwitzsee",2008," 8,474.20 "
115,"Bernburger Bildungs- und
Strukturfördergesellschaft mbH","Aufarbeitung der Geschichte der Vereine und nachhaltige
Sicherung des kulturellen Erbes",2008," 8,412.00 "
181,BVIK gGmbH,"""Mitwirkung bei der Umsetzung vorbildungskonformer
Aktivitäten in der Kindertagesstätte Rottleberode sowie bei
der Jugend-, Vereins- und Seniorenarbeit durch Direkteinsatz",2008," 8,412.00 "
228,EGO e.V.,"""Feilenhauermuseum""",2008," 8,412.00 "
664,"Schloss und Schlosspark Ballenstedt
e.V.","Vollständige Nutzbarmachung des Nordflügels von Schloss
Ballenstedt zu einem Kommunikations- und Bildungszentrum
für Kinder und Jugendliche in Verbindung mit der Ausstellung
""Cinema""",2008," 8,412.00 "
318,"Gemeinnütziger Behindertenverband
Wittenberg GmbH","Unterstützungsangebote für Menschen mit Behinderungen
zur Teilhabe am Leben in der Gesellschaft",2008," 8,400.62 "
491,"Kreiskinder- und Jugendring
Wittenberg e.V.","Zusätzliche Angebote in der Kinder- und Jugendarbeit  -
Freizeittreff Wittenberg",2008," 8,400.00 "
761,"Theaterjugendclub und Musiktheater-
Werkstatt Chamäleon e.V.",Theater Chamäleon,2008," 8,400.00 "
837,Wir e.V. Landfrauen helfen sich selbst,"""Reisebüro von der Region für die Region - regionale
Schätze neu entdeckt""",2008," 8,400.00 "
838,Wir e.V. Landfrauen helfen sich selbst,Frauentreff mit Surfstation,2008," 8,399.40 "
319,"Gemeinnütziger Behindertenverband
Wittenberg GmbH","Zusätzliche Freizeitangebote für behinderte Kinder und
Jugendliche, integrative Freizeitangebote in der Stadt
Wittenberg und dem Landkreis Wittenberg",2008," 8,390.00 "
642,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Zusätzliche Aktivitäten zur artgerechten Pflege und
Unterbringung der Tiere im Tiergarten Stendal",2008," 8,352.30 "
443,"IVIZ - Initiativ-Verein für Integration
und Zusammenleben e.V.","Familienzentrum mit Kinder- und Jugendfreizeitzentrum und
Frauenklub",2008," 8,280.00 "
417,"Infra-Zeitz Servicegesellschaft mbH
&#38; Co. KG",Fremdausbildung für die Schaffung von Ausbildungsplätzen,2008," 8,250.00 "
556,Landkreis Wittenberg,Frühe Berufsorientierung / Adolf-Reichwein-Schule Pretzsch,2008," 8,234.25 "
248,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH","Der Finkenherd - ein Kleinod der Weltkulturerbestadt
Quedlinburg",2008," 8,208.00 "
906,"Ökologische Sanierungs- und
Entwicklungsgesellschaft mbH","""Kinder- und Jugendarbeit im Außenbereich des Tierheimes
in Aschersleben""",2008," 8,208.00 "
911,"Ökologische Sanierungs- und
Entwicklungsgesellschaft mbH",Unterstützung Frauenzentren/Frauenhäuser,2008," 8,208.00 "
835,Wiesheu Wolfen GmbH,für die Schaffung eines Auzbildungsplatzes,2008," 8,200.00 "
720,Strukturförderungsgesellschaft,Entwicklung des spirituellen Tourismus in der Stadt,2008," 8,063.95 "
723,Wittenberg mbH,Wittenberg,2008," 8,063.95 "
715,"Strukturförderungsgesellschaft
Wittenberg mbH","Aufarbeitung von historischen Dokumenten und
Nachrichtenblättern zur Digitalisierung für die Öffentlichkeit
beim Landkreis Wittenberg",2008," 7,992.32 "
78,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Unterstützung bei der Unterbreitung zusätzlicher
museumspädagogischer Angebote mit überregionaler
Bedeutung im ""Kapitelhaus"" Merseburg",2008," 7,973.02 "
585,MILAN-Bild,"Herstellung und Markteinführung von Postkarten für die
Region Altmark und Sachsen-Anhalt/ FP-
LOK/Seehausen(Altm.), Schillerhain 5, 39615",2008," 7,956.00 "
21, Maranata e.V.,"Soziale Kontaktstelle Charity-Shop: gespendete Garderobe
zur Abgabe an Bedürftige",2008," 7,937.66 "
163,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH","Erarbeitung von Chroniken in den Gemeinden Brehna und
Glebitzsch",2008," 7,774.37 "
824,"VIS Verkehrs Industrie Systeme
GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 7,750.00 "
119,"Bernburger Bildungs- und
Strukturfördergesellschaft mbH","Unterstützung der Sozialarbeit im Städtischen Wohnheim
sowie Spendergewinnung für die Bernburger Tafel",2008," 7,715.52 "
75,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Unterstützung bei der Unterbreitung zusätzlicher
museumspädagogischer Angebote im ""Tor zum Saale-
Unstrut-Triasland"" in Mücheln",2008," 7,685.02 "
354,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Unterstützung der museumspädagogischen
Bereiche im Stadtmuseum Bad Kösen und Museum
Hassenhausen",2008," 7,560.00 "
700,Stadt Seehausen (Altmark),"Schaffung zusätzlicher Angebote bei der Gestaltung der
Räumlichkeiten und Betreuung der Kinder in den
Kindereinrichtungen Klosterschulplatz und Lindenpark",2008," 7,200.00 "
550,Landkreis Salzlandkreis,"Frühe Berufsorientierung / Basisförderschule ""J.H.
Pestalozzi"" Schönebeck",2008," 7,087.50 "
351,"Fremdenverkehrsinfrastrukturprojekte
mbH",Kindergarten und Hort,2008," 7,020.27 "
348,"Gesellschaft für ökologische
Sanierungs- und naturnahe","Zusätzliche Förderung/Unterstützung im pädagogischen
Bereich für Kinder in Kindertagesstätten - Bereich Krippe,",2008," 7,020.27 "
463,KBI-Katja Bläsche Institut,"We Start Now-Optimale Vorbereitung von Jugendlichen
ausländischer Herrkunft auf die Ausbildungs- u.Berufswahl/
FP-LOK/Stendal, Heinrich-Zille-Straße 3, 39576 Stendal",2008," 7,000.00 "
79,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Unterstützung bei der Unterbreitung zusätzlicher
museumspädagogischer Angebote mit überregionaler
Bedeutung im Domschatzgewölbe Naumburg",2008," 6,977.02 "
82,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Zusätzliche Hilfe und Unterstützung bei Betreuungsarbeiten
im Naumburger Dom",2008," 6,977.02 "
81,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Zusätzliche Hilfe und Unterstützung bei Betreuungsarbeiten
im Merseburger Dom",2008," 6,965.02 "
88,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Zusätzliche Unterstützung bei der Aufarbeitung und
nachhaltigen Sicherung des kulturellen Erbes im
Domstiftsarchiv sowie der Domstiftsbibliothek Naumburg",2008," 6,948.80 "
599,NiRoVe Industrie Service GmbH,Fremdausbildung für die Schaffung eines Ausbildungsplatzes,2008," 6,700.00 "
51,"AQB Gemeinnützige Gesellschaft für
Ausbildung, Qualifizierung und
Beschäftigung mbH",Bedeutende Bauwerke an der Straße der Romanik,2008," 6,302.00 "
343,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Unterstützung des Breitensports in den Sportstätten des
Gymnasiums in Laucha und der Sportstätte in
Karsdorf/Wetzendorf",2008," 6,192.00 "
529,"Landeshauptstadt Magdeburg Sport-
/Schulverwaltungsamt",Frühe Berufsorientierung / Salzmannschule Magdeburg,2008," 6,075.00 "
393,Heinz Wegwart + Partner GmbH,Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 6,000.00 "
590,MuR - Stahlbau GmbH,Fremdausbildung Schaffung Ausbildungsplatz,2008," 6,000.00 "
5," Christliches Jugenddorfwerk
Deutschlands e.V.","Erweiterung der Freizeit-, Sport- und Veranstaltungsangebote",2008," 5,760.00 "
7," Christliches Jugenddorfwerk
Deutschlands e.V.","Koordination und Unterstützung der Projekte Tafel,
Tafelküche und Möbelbörse",2008," 5,760.00 "
449,Jeetze-Landschaftssanierung GmbH,"Gestaltungsarbeiten an den historischen Gärten im Museum
Diesdorf",2008," 5,760.00 "
456,Jeetze-Landschaftssanierung GmbH,"Unterstützung in Frauenzentren und Frauenhäusern im
Bereich des Familienhofes und des Frauenhauses von
Salzwedel",2008," 5,760.00 "
535,"Landesheimatbund Sachsen-Anhalt
e.V.","Dorfpatenschaften, Denkmalpatenschaften (LK
Salzlandkreis)",2008," 5,760.00 "
561,"Literarische Gesellschaft Magdeburg
e.V.","Die Heimat und die Welt - Literatur diesseits und jenseits der
Elbe",2008," 5,760.00 "
551,Landkreis Salzlandkreis,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""J.H.
Pestalozzi"" Staßfurt",2008," 5,737.50 "
420,Ingrid Ludewig,"Existenzgründung - Heißmangel/ FP-LOK/ Schwanefeld,
Dorfstraße 45,39343 Schwanefeld",2008," 5,700.00 "
577,Metallbau Greve,"Fremdausbildung Schaffung Ausbildungsplatz und
Zusatzqualifikation",2008," 5,700.00 "
825,VKK Standard Kessel Köthen GmbH,"Fremdausbildung für die Schaffung eines Ausbildungsplatzes
und Erwerb von Zusatzqualifikationen",2008," 5,700.00 "
356,"GFA Gesellschaft für Arbeitsförderung
Thale mbH",Unterstützung Kneipp-Verein Bad Suderode e.V.,2008," 5,695.00 "
358,"GFA Gesellschaft für Arbeitsförderung
Thale mbH","Unterstützung bei der Aufarbeitung und nachhaltigen
Sicherung des kulturellen Erbes des Hüttenmuseums in
Thale",2008," 5,695.00 "
536,Landkreis Anhalt-Bitterfeld,"Frühe Berufsorientierung / FÖS für Lernbehinderte ""A. Frank""
Köthen",2008," 5,400.00 "
810,"Verein zur Förderung der ländlichen
Region Süd-Sachsen-Anhalt e.V","Weiterentwicklung und Durchführung kindgerechter Angebote
im Tiergehege Kloster Posa",2008," 5,400.00 "
92,"AWZ - Bildungs- und
Betreuungsservice gGmbH","""Offene Jugendarbeit - Erstellen eines Angebotskataloges""",2008," 5,359.80 "
3," Christliches Jugenddorfwerk
Deutschlands e.V.","""Unterstützung des Tierheimes in Zeitz""",2008," 5,320.00 "
861,WTB Elektro GmbH,"Fremdausbildung zur Verbesserung der Ausbildungsqualität
und  Zusatzqualifizierung",2008," 5,300.00 "
212,"debolon dessauer bodenbeläge
GmbH &#38; Co. KG",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008," 5,250.00 "
547,Landkreis Saalekreis,"Frühe Berufsorientierung / Salzatalschule - FÖS für
Lernbehinderte Salzmünde",2008," 5,175.00 "
