ID,name_des_begunstigten,bezeichnung_des_vorhabens,jahr_der_bewilligung, gewahrte_betrage ,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage
462,"Jugendwerkstatt ""Frohe Zukunft""
Halle Saalekreis e.V.",Rastplätze an der Saale,2008," 115,200.00 "
852,"Wissenschaftliche Servicegesellschaft
mbH",Müllprojekt an den Schulen der Stadt Halle/Saale,2008," 115,197.97 "
851,"Wissenschaftliche Servicegesellschaft
mbH","Koordinierung des Überganges von der Kita in die
Grundschule in den Kindertagesstätten der Stadt Halle",2008," 115,075.21 "
217,"Deutsches Rotes Kreuz Kreisverband
Jerichower Land e.V.",Kleiderkammer Burg,2008," 114,911.07 "
249,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH",GAJL - Gegen Abwanderung junger Landeskinder,2008," 111,330.00 "
583,MF Ref. EU-VB,Sachkosten für die unabhängige Prüfgruppe ESF,2008," 110,700.00 "
742,"Strukturförderungsgesellschaft
Wittenberg mbH","Unterstützung von Sportvereinen zur Verbesserung der
Breitensportangebote für viele Interessengruppen",2008," 108,900.03 "
146,"Bildungswerk der Wirtschaft Sachsen-
Anhalt e.V.",GAJL - Gegen Abwanderung junger Landeskinder,2008," 105,865.00 "
44,"akademie facultas gemeinnützige
Gesellschaft für Bildung und
Gesundheit mbH","Schaugarten: ""Gartenträume - Gartenvielfalt""",2008," 104,700.00 "
477,"Kommunale Ökologische
Sanierungsgesellschaft mbH",Kultur- und Öffentlichkeitsarbeit in ausgewählten Kirchen,2008," 103,286.37 "
143,"Bildungswerk der Wirtschaft Sachsen-
Anhalt e.V.",GAJL - Gegen Abwanderung junger Landeskinder,2008," 101,965.00 "
382,"GSG - Gesellschaft für Sanierung und
Strukturentwicklung Mansfelder Land
mbH","Unterstützung der Kinder- und Jugendarbeit in den
Freiwilligen Feuerwehren des Landkreises Mansfeld-Südharz",2008," 100,799.98 "
278,"FAW Fortbildungsakademie der
Wirtschaft gGmbH Akademie
Merseburg","Wiedereingliederung von Behinderten in Antoinettenstraße
37, 06844 Dessau -Roßlau",2008," 99,822.00 "
832,"Weiterbildungsinstitut future
Gemeinnützige Gesellschaft mbH",Aus alt mach neu - Aubereitung gebrauchter EDV-Systeme,2008," 97,920.00 "
375,"GSG - Gesellschaft für Sanierung und
Strukturentwicklung Mansfelder Land","Entwicklung der touristischen Infrastruktur in ausgewählten
Bereichen des Landkreises Mansfeld-Südharz",2008," 92,079.55 "
378,mbH,"(Überregionale Rad- und Wanderwege im Landkreis, VG
Lutherstadt Eisleben, VG Seengebiet Mansfelder Land und
VG Mansfelder Grund-Helbra)",2008," 92,079.55 "
22,ABASYS GmbH,"Zukunft mit Atbiet, Schleswiger Str. 9-10 in 06749 Bitterfeld-
Wolfen",2008," 91,278.80 "
386,Handwerkskammer Halle (Saale),"Modellprojekt zur Förderung der Erstausbildung:
Ausbildungscoach",2008," 89,914.00 "
169,BTH GmbH Eisleben,GAJL - Gegen Abwanderung junger Landeskinder,2008," 89,275.00 "
709,"Strukturförderungsgesellschaft
Wittenberg mbH","""Initiieren und Durchführen von Freizeit- und
Pausenangeboten in Sekundar- und Sonderschulen und
Gymnasien im Landkreis Wittenberg""",2008," 86,939.96 "
409,IEB  Schulungsgesellschaft mbH,"Soziales Hilfezentrum ARCHE Restaurant und Cafe -
Suppenküche ORA-00001: Verstoß gegen Eindeutigkeit, Regel
(FMO.PERSON_UQ)
ORA-06512: in ""FMO.ANTRAGSTELLER_IUR"", Zeile 2
ORA-04088: Fehler bei der Ausführung von Trigger
'FMO.ANTRAGSTELLER_IUR'",2008," 86,400.00 "
518,KöSa GmbH Weißenfels,"Unterstützung und Initiierung von zusätzlichen Freizeit- und
Betreuungsangeboten im schulischen und außerschulischen
Bereich an den Schulen des Burgenlandkreises (Altkreis
Weißenfels)",2008," 86,400.00 "
461,"Jugendwerkstatt ""Frohe Zukunft""
Halle Saalekreis e.V.",Rastplätze an der Saale,2008," 86,398.74 "
266,ews GmbH Magdeburg,GAJL - Gegen Abwanderung junger Landeskinder,2008," 86,016.00 "
602,"Oskar Kämmer Schule
Gemeinnützige Bildungsgesellschaft
mbH","Aufbau eines mobilen Modells ""Straße der Romanik""",2008," 85,720.67 "
635,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Unterstützung der Breitensportarbeit im Kreissportbund
Jerichower Land e.V.-Region Genthin",2008," 85,504.32 "
603,"Oskar Kämmer Schule
Gemeinnützige Bildungsgesellschaft
mbH","Darstellung des Bergbaus in der Region Harz (16. Jh.)
anhand eines Bergwerkmodells unter Einbeziehung elektro-
mechanisch animierter Arbeitsabläufe unter Tage",2008," 85,261.24 "
175,BVIK gGmbH,"""Entwicklung der radwandertouristischen Infrastruktur Zerbst
und Umlandgemeinden (überregionale und regionale Rad-
und Wanderwege) im Hinblick auf das Zusammenwachsen
eines neuen Landkreises Anhalt-Bitterfeld und die Förderung
des Radwandertourismus im Ko",2008," 83,700.00 "
804,"Verein für Integration, Beschäftigung
und Soziales e.V.","Verbesserung der touristischen Ausstrahlung nördlich von
Sangerhausen unter Beachtung ökologischer Gesichtspunkte",2008," 83,700.00 "
673,SETA GmbH,"""Schlosspark- und Gartenträume Blankenburg (Harz) -
Sicherung und weitere Steigerung der touristischen
Attraktivität""",2008," 77,502.32 "
155,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH",Arbeit in Schulen,2008," 77,162.00 "
428,Institut für Berufliche Bildung GmbH,GAJL - Gegen Abwanderung junger Landeskinder,2008," 76,987.00 "
396,Heureka Bildungs-Seminar gGmbH,"Nachhaltige Weiterentwicklung des
Landesgartenschaugeländes",2008," 76,788.63 "
384,"GSG - Gesellschaft für Sanierung und
Strukturentwicklung Mansfelder Land
mbH",Unterstützung öffentlicher Einrichtungen im sozialen Bereich,2008," 75,600.00 "
274,"FAA Bildungsgesellschaft mbH
Südost","Wiedereingliederung von Behinderten  in 06217 Merseburg,
Bahnhofsplatz 1",2008," 74,097.00 "
178,BVIK gGmbH,"""Entwicklung der radwandertouristischen Infrastruktur im
Wörlitzer Winkel""",2008," 73,890.00 "
415,IHK Magdeburg,"Modellprojekt zur Förderung der Erstausbildung:
Ausbildungscoach",2008," 71,168.00 "
325,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH","Gestaltungsarbeiten am Rad-Wander-Wege-Netz mit
Schwerpunkt Elberadweg, Havel-Radweg und
Altmarkrundkurs des LK Stendal",2008," 69,120.00 "
512,KöSa GmbH Weißenfels,"Unterstützende Tätigkeiten bei zusätzlichen
Betreuungsangeboten in den Kindereinrichtungen der Stadt
Weißenfels",2008," 69,120.00 "
791,"Verein für Integration, Beschäftigung
und Soziales e.V.","Alternative Freizeitangebote in den Jugendclubs der VG
Sangerhausen sowie in der Stadt Allstedt, Wolferstedt,
Tilleda",2008," 68,649.30 ",
617,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Elberadweg-Ranger im Jerichower Land, Region Burg",2008," 67,269.00 ",
616,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Elberadweg-Ranger im Jerichower Land, Bereich Genthin",2008," 67,268.20 ",
413,IHK  Halle-Dessau,Modellprojekt zur Erstausbildung: Ausbildungscoach,2008," 66,874.00 ",
224,"DPWV Landesverband Sachsen-
Anhalt e.V.",Zusätzliche Arbeiten im sozialen Bereich,2008," 66,492.90 ",
54,"AQB Gemeinnützige Gesellschaft für
Ausbildung, Qualifizierung und
Beschäftigung mbH",Leben an und mit der Elbe,2008," 65,500.00 ",
29,"ABS ""Drömling"" GmbH","Schaffung zusätzlicher Angebote im pädagogischen Bereich
in Schulen des Landkreises Börde",2008," 64,800.00 ",
379,"GSG - Gesellschaft für Sanierung und
Strukturentwicklung Mansfelder Land
mbH","Unterstützung bei den Kulturaktivitäten in ausgewählten
Bereichen des Landkreises Mansfeld-Südharz (VG
Lutherstadt Eisleben, VG Seengebiet Mansfelder Land, VG
Mansfelder Grund-Helbra und VG Roßla-Südharz)",2008," 64,800.00 ",
334,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH","Unterstützende Tätigkeiten in ABM - Aktiv zur Rente -
Radwandertourismus im Landkreis Stendal",2008," 63,360.00 ",
331,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH","Pädagogische/Organisatorische Unterstützung an Schulen im
Landkreis Stendal",2008," 63,000.00 ",
582,MF Ref. EU-VB,"IQ-Net Phase IV - Mitgliedschaft (Folgeprojekt:
EFRE6.12.1.03.00051)",2007," 63,000.00 ",
472,"Kommunale Sanierungsgesellschaft
""Bördekreis"" mbH","Zusätzliche gemeinnützige Tätigkeiten für Arbeitslosengeld II-
Empfänger zur Unterstützung im Bereich des Breitensports
und zusätzlicher Angebote in der Kinder- und Jugendarbeit",2008," 61,533.50 ",
142,"Bildungswerk der Wirtschaft Sachsen-
Anhalt e.V.",GAJL - Gegen Abwanderung junger Landeskinder,2008," 59,067.00 ",
335,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal
mbH","Unterstützung des Breitensportes als
Übungsleiter/Betreuer/Organisator im Landkreis Stendal",2008," 58,505.53 ",
416,IMO Service GmbH,Fremdausbildung Schaffung eines Ausbildungsplatzes,2008/2009," 58,180.00 ",58180
23,"ABS ""Drömling"" GmbH","Aller-Radweg, Aller-Elbe-Radweg, Elberadweg -
Überregionale Radwege, die den sanften Tourismus im
Landkreis Börde forcieren",2008," 57,600.00 ",
24,"ABS ""Drömling"" GmbH","Altmarkrundkurs - Forcieren des sanften Tourismus im
Altmarkkreis Salzwedel",2008," 57,600.00 "
35,"ABS ""Drömling"" GmbH","Vernetzung der überregionalen Radwege (Aller-Radweg und
Altmarkrundkurs) durch das Radwegesystem im Naturpark
Drömling",2008," 57,600.00 "
320,"GESAS Gesellschaft für Sanierung
Schönebeck mbH",OASE - Projekt im Sozialen Zentrum Schönebeck,2008," 57,600.00 "
473,"Kommunale Ökologische
Sanierungsgesellschaft mbH","Anbringung von Wildwarnreflektoren an Unfallschwerpunkten
im Staßennetz des Landkreises Mansfeld-Südharz",2008," 57,600.00 "
475,"Kommunale Ökologische
Sanierungsgesellschaft mbH","Gestaltungsarbeiten Europäischer Fernradweg E 11 - Altkreis
Eisleben",2008," 57,600.00 "
479,"Kommunale Ökologische
Sanierungsgesellschaft mbH",Pflege- und Gestaltungsarbeiten am Lutherweg,2008," 57,600.00 "
480,"Kommunale Ökologische
Sanierungsgesellschaft mbH",Verschönerungsarbeiten Schloss Mansfeld,2008," 57,600.00 "
481,"Kommunale Ökologische
Sanierungsgesellschaft mbH","Verschönerungsarbeiten am Europäischen Fernwanderweg
E 11",2008," 57,600.00 "
850,"Wissenschaftliche Servicegesellschaft
mbH","Bewegungsförderung in den Kindertagesstätten der Stadt
Halle",2008," 57,598.87 "
587,MitNähe e.V.,"Unterstützung und Betreuung von hilfebedürftigen Kindern,
Jugendlichen und Familien",2008," 57,598.77 "
246,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH",33 kleine Schätze des Harzes,2008," 57,456.00 "
395,Heureka Bildungs-Seminar gGmbH,"Jungborn - Schaffung kulturhistorischer Angebote als Beitrag
für den regionalen und überregionalen Tourismus",2008," 57,301.36 "
122,"Beschäftigungs-
u.Qualifizierungsgesellschaft mbH","Betreuung, Instandsetzung und Verbesserung der
kommunalen Sportstätten",2008," 57,230.00 "
640,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Vermittlung hauswirtschaftlicher Fertigkeiten für Kinder und
Jugendliche",2008," 56,532.95 "
478,"Kommunale Ökologische
Sanierungsgesellschaft mbH","Maßnahme zur Unterstützung der außerunterrichtlichen
Arbeit im pädagogischen Bereich an ausgewählten Schulen",2008," 56,409.45 "
369,"GISE Gesellschaft für Innovation,
Sanierung und Entsorgung mbH","Bau von Ansichts- und Funktionsmodellen ausgewählter
historischer Bauwerke der ""Straße der Romanik""",2008," 56,300.00 "
495,Kreissportbund Altmark West e. V.,"""Unterstützung im Bereich des Breitensports""",2008," 56,187.60 "
370,"GISE Gesellschaft für Innovation,
Sanierung und Entsorgung mbH","Fortsetzung der Teilsanierung ausgewählter Bereiche der
Natursteinmauer ""Böckelmannscher Park"" in Magdeburg
Ottersleben",2008," 55,347.00 "
747,"Strukturförderungsgesellschaft
Wittenberg mbH",Überregionale Radwege Landkreis Wittenberg,2008," 55,296.58 "
326,"Gesellschaft für Arbeitsförderung und
Sanierung des Landkreises Stendal mbH","Gestaltungsarbeiten am Rad-Wege-Netz mit Schwerpunkt
Arneburg, Käcklitz und Krusemark",2008," 54,000.00 "
499,KSB Burgenland e.V.,"Zusätzliche Förderung und Unterstützung des Breitensports
in Sportvereinen zur Betreuung von Kindern, Jugendlichen
und Senioren sowie die Unterstützung des ehrenamtlich
tätigen Vorstandes",2008," 54,000.00 "
366,"GFA Gesellschaft zur Förderung der
Arbeitsaufnahme mbH &#38; Co. KG","Zusätzliche Freizeit- und Beschäftigungsangebote für Kinder
und Jugendliche in Bitterfeld-Wolfen",2008," 53,352.27 "
739,"Strukturförderungsgesellschaft
Wittenberg mbH","Unterstützung der sozialen und ambulanten Dienste im
Landkreis Wittenberg",2008," 52,920.21 "
101,"B&#38;A
Strukturförderungsgesellschaft Zerbst
mbH","Denkmal- und gärtnerische Rückführung des Schlossgartens
Zerbst in seinem historischen Zustand",2008," 52,422.16 "
595,"Naturschutzbund Deutschland
(NABU) KV Stendal e.V.",Artenschutz in der Ostaltmark/Landkreis Stendal,2008," 52,200.00 "
500,"KULTUR-Landschaft Haldensleben-
Hundisburg e.V.","Instandsetzung und Erneuerung der Wege, Mauern, Brücken
und des Mühlengrabens im Barockgarten und Landschaftspark Althaldensleben - Hundisburg",2008," 52,003.20 "
671,SETA GmbH,"""Erweiterung des Serviceangebots zum Wandertourismus
durch Mitarbeit am länderübergreifenden Projekt ""Harzer
Wandernadel"" als Beitrag für eine Gesundheitsregion Harz""",2008," 51,850.58 "
639,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Vermittlung hauswirtschaftlicher Fertigkeiten für Kinder und
Jugendliche",2008," 51,453.62 "
687,Stadt Halle,"Frühe Berufsorientierung / Comeniusschule -
Basisförderschule FÖZ Mitte",2008," 50,625.00 "
523,"Köthener Beschäftigungs- und
Arbeitsförderungsgesellschaft mbH","Unterstützung der Sportvereine bei der praktischen
Vereinsarbeit im Kinder- und Jugendsport",2008," 50,400.00 "
783,"Umweltsanierungs- und Strukturförder
GmbH","Durchführung von Maßnahmen zur Verbesserung der
touristischen Infrastruktur der Rad- und Wanderwege
""Selkestieg"" und ""Wege deutscher Kaiser und Könige""",2008," 49,236.88 "
188,"Caritasverband für das Bistum
Magdeburg e.V.",Betreuung Mahn- und Gedenkstätte Schloss Lichtenburg,2008," 49,200.00 "
346,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Förderung und Unterstützung im pädagogischen
Bereich für Kinder in Kindertagesstätten - Bereich Krippe,
Kindergarten und Hort",2008," 49,140.00 "
211,"Dampfzug-Betriebs-Gemeinschaft
e.V.","Sicherung, Wiederherstellung und Komplettierung von
regionalgeschichtlich bedeutsamen Objekten; des
provinzialsächsischen Kleinbahnwagens aus dem Jahre
1928, eines preuss. Abteilwagens Bj. 1913 sowie eines
Ausstellungszuges ""Zug der Erinnerung""",2008," 48,700.18 "
40,AFU Privates Bildungsinstitut GmbH,"Erfahrungen aus der Geschichte - für ein lebenswertes
Halberstadt heute und in der Zukunft - Spurensuche",2008," 48,327.80 "
184,BVIK gGmbH,"Überregionale Rad- und Wanderwege im Landkreis Mansfeld
-Südharz "" Wege deutscher Kaiser und Könige im Harz""",2008," 48,180.00 "
50,"AQB Gemeinnützige Gesellschaft für
Ausbildung, Qualifizierung und
Beschäftigung mbH","Bau, Aufbau und Begleitung der Ausstellung zur
Festungsgeschichte in Magdeburg",2008," 47,520.00 "
624,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Nachwuchskräftepools zur beruflichen Eingliederung
arbeitsloser Jugendlicher in 39307 Genthin, Ziegeleistraße 56",2008," 46,936.69 "
621,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Grundlagenarbeit zur exakten Wegeführung des
Jakobuspilgerweges",2008," 46,053.24 "
730,"Strukturförderungsgesellschaft
Wittenberg mbH","Präsentation von Austellungen und Sicherung der
Sammlungen des Hauses der Geschichte Wittenberg",2008," 46,040.00 "
619,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Erhaltungsarbeiten an denkmalgeschützten Mauern des
Städtischen Friedhofs Stendal mit Aufarbeitung historischer
Baustoffe",2008," 46,025.77 "
633,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Tourismusförderung für das Jerichower Land, Bereich
Genthin",2008," 45,084.23 "
767,TUZ-Tradition und Zukunft e. V.,"""BEB - Berufseinstiegsbegleiter""",2008," 44,939.73 "
421,"Initiativkreis Arbeitsbeschaffung und
Bildung Staßfurt e.V.","Aktiv zur Rente  - Unterstützende Arbeiten für die
Einrichtungen der Lebenshilfe Bördeland",2008," 44,509.50 "
883,"Öko-Tour Sanierungsgesellschaft
mbH",Erweiterung der Freizeitangebote an Schulen,2008," 44,255.07 "
363,"GFA Gesellschaft für Arbeitsförderung
Thale mbH","Wiederherstellung und Gestaltung des Kanonissengartens im
Wendhusenkloster in Thale",2008," 43,482.66 "
774,"Umwelt- und Landschaftssanierung
Altmark GmbH",Pädagogische und technische Hilfskräfte Bördekreis,2008," 43,200.00 "
524,"Köthener Beschäftigungs- und
Arbeitsförderungsgesellschaft mbH","Unterstützung von Tafeln, Suppenküchen und sonstigen
sozialen Einrichtungen durch Bewirtschaftung verlassener
Gärten und Ernten für Bedürftige",2008," 42,000.00 "
688,Stadt Halle,"Frühe Berufsorientierung / Fröbelschule - FÖS für
Lernbehinderte",2008," 41,962.50 "
367,"GISE Gesellschaft für Innovation,
Sanierung und Entsorgung mbH","""Betreuung von historisch interessanten technischen
Einrichtungen in den Bereichen der Elbe zwischen Dom und
Lange Lake in der Landeshauptstadt Magdeburg""",2008," 41,702.00 "
47,"Alzheimer Gesellschaft Sachsen-
Anhalt e.V.","Beratung und Betreuung Alzheimerdementer und deren
Angehörige, Öffentlichkeitsarbeit zur Enttabuisierung des
Krankheitsbildes Alzheimerdemenz",2008," 41,315.10 "
371,"GISE Gesellschaft für Innovation,
Sanierung und Entsorgung mbH","Gestaltungsarbeiten in ausgewählten Magdeburger
Förderschulen",2008," 41,175.00 "
236,Euro-Schulen Sachsen-Anhalt GmbH,GAJL - Gegen Abwanderung junger Landeskinder,2008," 40,771.00 "
541,Landkreis Harz,"Frühe Berufsorientierung / Albert-Schweitzer-Schule für
Lernbehinderte Halberstadt",2008," 40,500.00 "
12," Gesellschaft für territoriale Sanierung
und Innovation mbH Hohenerxleben","Entwicklung der touristischen Infrastruktur durch Erhalt und
Ausbau von Rad- und Wanderwegen gemarkungsübergreifend in Hohenerxleben und
Rathmannsdorf, Groß Börnecke, Schneidlingen und
Cochstedt",2008," 40,320.00 "
194,"Caritasverband für das Dekanat
Magdeburg e.V.","Maßnahmen zur Verbesserung der touristischen Infrastruktur
und Landschaftsgestaltung, sowie der sozialen Angebote auf
dem Gut Glüsig,
Errichtung und Pflege eines Bauern- und Tiergartens",2008," 40,320.00 "
895,"Öko-Tour Sanierungsgesellschaft
mbH","Unterstützung bei der Aufarbeitung des kulturellen Erbes in
den VWG ""Tor zur Dübener Heide"" und ""Wörlitzer Winkel""",2008," 39,359.19 "
903,"Öko-Tour Sanierungsgesellschaft
mbH","Weitere Verbesserung der touristischen Infrastruktur im
Bereich der Stadt Jessen",2008," 39,356.20 "
887,"Öko-Tour Sanierungsgesellschaft
mbH","Maßnahme zur Erhöhung der Angebote im Breitensport in
der Stadt Jessen",2008," 39,351.20 "
102,"B&#38;A
Strukturförderungsgesellschaft Zerbst
mbH",Verbesserung der touristischen Angebote am Elberadweg,2008," 38,481.47 "
744,"Strukturförderungsgesellschaft
Wittenberg mbH",Verbesserung der Breitensportangebote in Sportvereinen,2008," 38,233.92 "
681,Soziale Heimat Anhalt/Dessau e.V.,"Mobile Schulassistenten - unterstützende Tätigkeiten an
Schulen",2008," 38,148.00 "
771,"Umwelt- und Landschaftssanierung
Altmark GmbH",Gartenträume Krumker Park,2008," 37,800.00 "
353,"Gesellschaft für ökologische
Sanierungs- und naturnahe
Fremdenverkehrsinfrastrukturprojekte
mbH","Zusätzliche Förderung/Unterstützung und Erweiterung
bestehender Bildungs- und Interessenangebote für Kinder
und Jugendliche in Schulen und Schulhort",2008," 37,440.16 "
695,Stadt Halle,"Frühe Berufsorientierung / Pestalozzischule -
Basisförderschule FÖZ Halle-Süd",2008," 37,012.50 "
165,"BQP - Bitterfelder Qualifizierungs-und
Projektierungsgesellschaft  mbH","Zusätzliche Arbeiten bei der Erfassung von
Bibliotheksbeständen im Landkreis Anhalt-Bitterfeld",2008," 36,763.37 "
828,"Volkssolidarität Landesverband
Sachsen-Anhalt e.V.","Zusätzliche Unterstützung der offenen Altenarbeit in den
Einrichtungen der Volkssolidarität in Magdeburg",2008," 36,635.19 "
696,Stadt Halle,"Frühe Berufsorientierung / Schule Jägerplatz - FÖS für
Lernbehinderte",2008," 36,337.50 "
494,KreisSportBund  Salzland e.V.,"Unterstützung von Sportvereinen des Kreissportbund
Salzland e.V., Altkreis Schönebeck",2008," 36,000.00 "
750,"Tanztheater ""Elbaue""  e.V.",Tanz im Wandel der Zeiten,2008," 35,673.00 "
26,"ABS ""Drömling"" GmbH","Schaffung zusätzlicher Angebote im pädagogischen Bereich
in Schulen des Altmarkreises Salzwedel",2008," 34,560.00 "
474,"Kommunale Ökologische
Sanierungsgesellschaft mbH",Gestaltung eines Gartentraumes am Haus Dryander,2008," 34,560.00 "
625,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH",Offene Kirchen am Elberadweg Sachsen-Anhalt (Nord),2008," 34,554.60 "
100,"AWZ - Bildungs- und
Betreuungsservice gGmbH","Erstellen von Gestaltungselementen für das
Jugendfreizeitzentrum ""Rolle"" und den ""Jugendpark"" am
August-Heine-Weg",2008," 34,519.32 "
793,"Verein für Integration, Beschäftigung
und Soziales e.V.","Gestaltungsarbeiten an überregionalen Rad- und
Wanderwegen im Mansfelder Land",2008," 34,317.32 "
193,"Caritasverband für das Bistum
Magdeburg e.V.","Sozialer Dienst für Jung und Alt im Katholischen
Gemeindeverbund Bitterfeld",2008," 34,157.79 "
83,"ASG  Arbeitsförderungs- und
Sanierungsgesellschaft mbH","Zusätzliche Hilfe und Unterstützung in der Betreuungs-,
Gestaltungs- ind Informationstätigkeit im ""Deutschen
Chemiemuseum"" Merseburg",2008," 33,769.80 "
827,"Volkssolidarität Landesverband
Sachsen-Anhalt e.V.","Zusätzliche Unterstützung der offenen Altenarbeit in den
Einrichtungen der Volkssolidarität in Magdeburg",2008," 33,668.65 "
521,"Köthener Beschäftigungs- und
Arbeitsförderungsgesellschaft mbH","Projektmitarbeiter im schulischen und außerschulischen
Bereich - Schulen und KiTa im Landkreis Anhalt-Bitterfeld",2008," 33,600.00 "
586,MitNähe e.V.,"Unterstützung und Betreuung von hilfebedürftigen Kindern,
Jugendlichen und Familien",2008," 33,583.76 "
797,"Verein für Integration, Beschäftigung
und Soziales e.V.","Multiplikatoren zur Hilfe und Unterstützung von
außerunterrichtlichen Freizeitangeboten",2008," 33,245.19 "
259,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH","Museumspädagogische Angebote für die Residenzstadt
Ballenstedt",2008," 32,832.00 "
777,"Umwelt- und Landschaftssanierung
Altmark GmbH",Stadt Osterburg,2008," 32,400.00 "
247,"Europäisches Bildungswerk für Beruf
und Gesellschaft gGmbH",Außerunterrichtliche Arbeit an Schulen,2008," 31,920.00 "
626,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Offene Kirchen am Elberadweg in Sachsen-Anhalt (Mitte und
Süden) Magdeburg",2008," 31,856.54 "
218,"Deutsches Rotes Kreuz Kreisverband
Ohrekreis e.V.","Unterstützung des Ehrenamtes der ""Wolmirstedter Tafel"" und
""Haldensleber Tafel""",2008," 31,703.00 "
103,"B&#38;A
Strukturförderungsgesellschaft Zerbst
mbH","Verbesserung der touristischen Angebote im Naturpark
Fläming",2008," 31,669.41 "
670,"SET Schiffbau- und
Entwicklungsgesellschaft
Tangermünde mbH",Fremdausbildung Verbesserung Ausbildungsqualität,2008," 31,500.00 "
672,SETA GmbH,"""Mobile Umweltwerkstatt Harz - Mitarbeit bei der Umsetzung
lokaler Projekte im Rahmen der Umsetzung der Agenda 21""",2008," 30,985.62 "
468,"Kommunale Sanierungsgesellschaft
""Bördekreis"" mbH","Zusätzliche gemeinnützige Tätigkeiten für ALG II-Empfänger
zur Unterstützung der Kinder- und Jugendarbeit im ehemaligen Bördekreis",2008," 30,900.00 "
562,"Ländliche Erwachsenenbildung in
Sachsen-Anhalt e.V.","""Kulturassistenten - Multiplikatoren für bürgerschaftliches
Engagement in ausgewählten Gemeinden des Landkreises
Stendal""",2008," 30,880.35 "
446,Jeetze-Landschaftssanierung GmbH,Arbeiten im Salzwedeler Märchenpark,2008," 30,720.00 "
62,Arbeits- und Bildungsinitiative e.V.,Ambulante Wohnhilfe - Möbelbörse,2008," 30,484.50 "
856,"WORKS gemeinnütziges
Bildungswerk GmbH","""Kinder der Region Mansfeld-Südharz""",2008," 30,152.00 "
208,"DAA Deutsche Angestellten-
Akamdemie GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2008," 30,150.00 "
711,"Strukturförderungsgesellschaft
Wittenberg mbH","""Zusätzliche  Angebote in Grundschulen des Landkreises
Wittenberg""",2008," 29,989.09 "
729,"Strukturförderungsgesellschaft
Wittenberg mbH","Pflege von Tradition und Brauchtum in der Stadt Pretzsch,
Kemberg und den Gemeinden Dabrun, Söllichau, Klebitz,
Straach und Kropstädt",2008," 29,988.37 "
904,"Öko-Tour Sanierungsgesellschaft
mbH","Weitere Verschönerung des Bahnhofsumfeldes der Bahnhöfe
Jessen, Holzdorf, Linda und Elster",2008," 29,519.16 "
902,"Öko-Tour Sanierungsgesellschaft
mbH","Verschönerungsarbeiten der Bahnhofsumfelder in
Gräfenhainichen, Radis und Bergwitz",2008," 29,439.38 "
685,Stadt Dessau-Roßlau,"Frühe Berufsorientierung / Pestalozzischule - FÖS für
Lernbehinderte Dessau",2008," 29,269.05 "
482,"Kommunale Ökologische
Sanierungsgesellschaft mbH","Verschönerungsarbeiten im Areal Schloss Stolberg und
Kloster Blankenheim",2008," 29,239.64 "
817,"Verwaltungsgemeinschaft ""Tor zur
Dübener Heide""","Zusätzliche Angebote in der Kinder- und Jugendarbeit in der
VWG ""Tor zur Dübener Heide""",2008," 28,848.98 "
525,Land in Sicht gGmbH Holdenstedt,"""Demoprojekt - Umsetzung vielfältiger tierschutzrelevanter
Aspekte bei der artgerechten Tierhaltung im ökologischen
Landbau""",2008," 28,800.00 "
604,"Oskar Kämmer Schule
Gemeinnützige Bildungsgesellschaft
mbH",Das Lesemobil (Bücher auf Rädern),2008," 28,800.00 "
638,"Qualifizierungs- und
Strukturförderungsgesellschaft mbH","Verbesserung des Spielplatzangebotes für Kinder in der
Stadt Stendal",2008," 28,507.51 "
222,"Diakonisches Werk im Kirchenkreis
Wittenberg e.V.","""Begegnungsstätte für Obdachlose""",2008," 28,121.50 "
853,"Wissenschaftliche Servicegesellschaft
mbH",Müllprojekt an den Schulen des Saalkreises,2008," 27,775.04 "
779,"Umwelt- und Landschaftssanierung
Altmark GmbH",Verbesserung der touristischen Infrastruktur Stadt Kalbe/M.,2008," 27,003.20 "
